href,get_text
#bodyContent,Saltar para o conteúdo
/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,Página principal
/wiki/Portal:Conte%C3%BAdo_destacado,Conteúdo destacado
/wiki/Portal:Eventos_atuais,Eventos atuais
/wiki/Wikip%C3%A9dia:Esplanada,Esplanada
/wiki/Especial:Aleat%C3%B3ria,Página aleatória
/wiki/Portal:%C3%8Dndice,Portais
/wiki/Wikip%C3%A9dia:Informe_um_erro,Informar um erro
/wiki/Wikip%C3%A9dia:Boas-vindas,Boas-vindas
/wiki/Ajuda:P%C3%A1gina_principal,Ajuda
/wiki/Ajuda:P%C3%A1gina_de_testes,Página de testes
/wiki/Wikip%C3%A9dia:Portal_comunit%C3%A1rio,Portal comunitário
/wiki/Especial:Mudan%C3%A7as_recentes,Mudanças recentes
/wiki/Wikip%C3%A9dia:Manuten%C3%A7%C3%A3o,Manutenção
/wiki/Ajuda:Guia_de_edi%C3%A7%C3%A3o/Como_come%C3%A7ar_uma_p%C3%A1gina,Criar página
/wiki/Especial:P%C3%A1ginas_novas,Páginas novas
/wiki/Wikip%C3%A9dia:Contato,Contato
//donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=20120521SB001&uselang=pt,Donativos
#p-lang-btn,parte superior da página, em frente ao título do artigo
/wiki/Wikip%C3%A9dia:P%C3%A1gina_principal,






/wiki/Especial:Pesquisar,
Busca

/w/index.php?title=Especial:Criar_conta&returnto=Python,Criar uma conta
/w/index.php?title=Especial:Entrar&returnto=Python,Entrar
/w/index.php?title=Especial:Criar_conta&returnto=Python, Criar uma conta
/w/index.php?title=Especial:Entrar&returnto=Python, Entrar
/wiki/Ajuda:Introduction,saber mais
/wiki/Especial:Minhas_contribui%C3%A7%C3%B5es,Contribuições
/wiki/Especial:Minha_discuss%C3%A3o,Discussão
#,
Início

#História,

1História

#Filosofia,

2Filosofia

#Sintaxe_e_semântica,

3Sintaxe e semântica

#Construções,

3.1Construções

#Tipos_de_dados,

3.2Tipos de dados

#Palavras_reservadas,

3.3Palavras reservadas

#Operadores,

3.4Operadores

#Interpretador_interativo,

3.5Interpretador interativo

#Análise_léxica,

3.6Análise léxica

#Indentação,

3.6.1Indentação

#Compilador_de_bytecode,

3.7Compilador de bytecode

#Orientação_a_objetos,

3.8Orientação a objetos

#Programação_funcional,

3.9Programação funcional

#Tratamento_de_exceções,

3.10Tratamento de exceções

#Biblioteca_padrão,

3.11Biblioteca padrão

#Interoperabilidade,

3.12Interoperabilidade

#Comentários,

3.13Comentários

#Plataformas_disponíveis,

4Plataformas disponíveis

#Implementações,

5Implementações

#Desenvolvimento,

6Desenvolvimento

#Licença,

7Licença

#Módulos_e_frameworks,

8Módulos e frameworks

#Interfaces_gráficas,

8.1Interfaces gráficas

#Ambientes_de_desenvolvimento_integrado,

9Ambientes de desenvolvimento integrado

#Aplicações,

10Aplicações

#Ver_também,

11Ver também

#Referências,

12Referências

#Bibliografia,

13Bibliografia

#Ligações_externas,

14Ligações externas

https://af.wikipedia.org/wiki/Python_(programmeertaal),Afrikaans
https://als.wikipedia.org/wiki/Python_(Programmiersprache),Alemannisch
https://an.wikipedia.org/wiki/Python,Aragonés
https://ar.wikipedia.org/wiki/%D8%A8%D8%A7%D9%8A%D8%AB%D9%88%D9%86_(%D9%84%D8%BA%D8%A9_%D8%A8%D8%B1%D9%85%D8%AC%D8%A9),العربية
https://as.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%87%E0%A6%A5%E0%A6%A8,অসমীয়া
https://ast.wikipedia.org/wiki/Python,Asturianu
https://az.wikipedia.org/wiki/Python_(proqramla%C5%9Fd%C4%B1rma_dili),Azərbaycanca
https://azb.wikipedia.org/wiki/%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86,تۆرکجه
https://ban.wikipedia.org/wiki/Python,Basa Bali
https://be.wikipedia.org/wiki/Python_(%D0%BC%D0%BE%D0%B2%D0%B0_%D0%BF%D1%80%D0%B0%D0%B3%D1%80%D0%B0%D0%BC%D0%B0%D0%B2%D0%B0%D0%BD%D0%BD%D1%8F),Беларуская
https://bg.wikipedia.org/wiki/Python,Български
https://bh.wikipedia.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%87%E0%A4%A5%E0%A4%A8,भोजपुरी
https://bn.wikipedia.org/wiki/%E0%A6%AA%E0%A6%BE%E0%A6%87%E0%A6%A5%E0%A6%A8_(%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%BF%E0%A6%82_%E0%A6%AD%E0%A6%BE%E0%A6%B7%E0%A6%BE),বাংলা
https://br.wikipedia.org/wiki/Python_(lavar_programmi%C3%B1),Brezhoneg
https://bs.wikipedia.org/wiki/Python_(programski_jezik),Bosanski
https://bug.wikipedia.org/wiki/Python,Basa Ugi
https://ca.wikipedia.org/wiki/Python,Català
https://ceb.wikipedia.org/wiki/Python_(programming_language),Cebuano
https://ckb.wikipedia.org/wiki/%D9%BE%D8%A7%DB%8C%D8%AA%DB%86%D9%86_(%D8%B2%D9%85%D8%A7%D9%86%DB%8C_%D8%A8%DB%95%D8%B1%D9%86%D8%A7%D9%85%DB%95%D8%B3%D8%A7%D8%B2%DB%8C),کوردی
https://cs.wikipedia.org/wiki/Python,Čeština
https://cy.wikipedia.org/wiki/Python_(iaith_raglennu),Cymraeg
https://da.wikipedia.org/wiki/Python_(programmeringssprog),Dansk
https://de.wikipedia.org/wiki/Python_(Programmiersprache),Deutsch
https://el.wikipedia.org/wiki/Python,Ελληνικά
https://en.wikipedia.org/wiki/Python_(programming_language),English
https://eo.wikipedia.org/wiki/Python_(programlingvo),Esperanto
https://es.wikipedia.org/wiki/Python,Español
https://et.wikipedia.org/wiki/Python_(programmeerimiskeel),Eesti
https://eu.wikipedia.org/wiki/Python_(informatika),Euskara
https://fa.wikipedia.org/wiki/%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86_(%D8%B2%D8%A8%D8%A7%D9%86_%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%86%D9%88%DB%8C%D8%B3%DB%8C),فارسی
https://fi.wikipedia.org/wiki/Python_(ohjelmointikieli),Suomi
https://fj.wikipedia.org/wiki/Python,Na Vosa Vakaviti
https://fr.wikipedia.org/wiki/Python_(langage),Français
https://gl.wikipedia.org/wiki/Python,Galego
https://gu.wikipedia.org/wiki/%E0%AA%AA%E0%AA%BE%E0%AA%AF%E0%AA%A5%E0%AB%8B%E0%AA%A8(%E0%AA%AA%E0%AB%8D%E0%AA%B0%E0%AB%8B%E0%AA%97%E0%AB%8D%E0%AA%B0%E0%AA%BE%E0%AA%AE%E0%AA%BF%E0%AA%82%E0%AA%97_%E0%AA%AD%E0%AA%BE%E0%AA%B7%E0%AA%BE),ગુજરાતી
https://he.wikipedia.org/wiki/%D7%A4%D7%99%D7%99%D7%AA%D7%95%D7%9F,עברית
https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%87%E0%A4%A5%E0%A4%A8,हिन्दी
https://hr.wikipedia.org/wiki/Python_(programski_jezik),Hrvatski
https://hu.wikipedia.org/wiki/Python_(programoz%C3%A1si_nyelv),Magyar
https://hy.wikipedia.org/wiki/Python,Հայերեն
https://ia.wikipedia.org/wiki/Python_(linguage_de_programmation),Interlingua
https://id.wikipedia.org/wiki/Python_(bahasa_pemrograman),Bahasa Indonesia
https://io.wikipedia.org/wiki/Python,Ido
https://is.wikipedia.org/wiki/Python_(forritunarm%C3%A1l),Íslenska
https://it.wikipedia.org/wiki/Python,Italiano
https://ja.wikipedia.org/wiki/Python,日本語
https://jbo.wikipedia.org/wiki/paiton,La .lojban.
https://ka.wikipedia.org/wiki/%E1%83%9E%E1%83%90%E1%83%98%E1%83%97%E1%83%9D%E1%83%9C%E1%83%98_(%E1%83%9E%E1%83%A0%E1%83%9D%E1%83%92%E1%83%A0%E1%83%90%E1%83%9B%E1%83%98%E1%83%A0%E1%83%94%E1%83%91%E1%83%98%E1%83%A1_%E1%83%94%E1%83%9C%E1%83%90),ქართული
https://kk.wikipedia.org/wiki/Python,Қазақша
https://km.wikipedia.org/wiki/%E1%9E%95%E1%9E%B6%E1%9E%99%E1%9E%90%E1%9E%BB%E1%9E%93,ភាសាខ្មែរ
https://ko.wikipedia.org/wiki/%ED%8C%8C%EC%9D%B4%EC%8D%AC,한국어
https://ku.wikipedia.org/wiki/Python_(ziman%C3%AA_bernamesaziy%C3%AA),Kurdî
https://ky.wikipedia.org/wiki/Python,Кыргызча
https://la.wikipedia.org/wiki/Python_(lingua_programmandi),Latina
https://lmo.wikipedia.org/wiki/Python,Lombard
https://lt.wikipedia.org/wiki/Python,Lietuvių
https://lv.wikipedia.org/wiki/Python_(programm%C4%93%C5%A1anas_valoda),Latviešu
https://mk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%98%D1%82%D0%BE%D0%BD_(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D1%81%D0%BA%D0%B8_%D1%98%D0%B0%D0%B7%D0%B8%D0%BA),Македонски
https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B5%88%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%BA_(%E0%B4%AA%E0%B5%8D%E0%B4%B0%E0%B5%8B%E0%B4%97%E0%B5%8D%E0%B4%B0%E0%B4%BE%E0%B4%AE%E0%B4%BF%E0%B4%99%E0%B5%8D%E0%B4%99%E0%B5%8D_%E0%B4%AD%E0%B4%BE%E0%B4%B7),മലയാളം
https://mn.wikipedia.org/wiki/Python,Монгол
https://mr.wikipedia.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%AF%E0%A4%A5%E0%A5%89%E0%A4%A8,मराठी
https://ms.wikipedia.org/wiki/Python,Bahasa Melayu
https://my.wikipedia.org/wiki/Python_(programming_language),မြန်မာဘာသာ
https://nds.wikipedia.org/wiki/Python_(Programmeerspraak),Plattdüütsch
https://nl.wikipedia.org/wiki/Python_(programmeertaal),Nederlands
https://nn.wikipedia.org/wiki/Python,Norsk nynorsk
https://no.wikipedia.org/wiki/Python,Norsk bokmål
https://nqo.wikipedia.org/wiki/%DF%94%DF%8A%DF%8C%DF%95%DF%90%DF%B2%DF%AC,ߒߞߏ
https://or.wikipedia.org/wiki/%E0%AC%AA%E0%AC%BE%E0%AC%87%E0%AC%A5%E0%AC%A8%E0%AD%8D_(%E0%AC%AA%E0%AD%8D%E0%AC%B0%E0%AD%8B%E0%AC%97%E0%AD%8D%E0%AC%B0%E0%AC%BE%E0%AC%AE%E0%AC%BF%E0%AC%82_%E0%AC%AD%E0%AC%BE%E0%AC%B7%E0%AC%BE),ଓଡ଼ିଆ
https://pa.wikipedia.org/wiki/%E0%A8%AA%E0%A8%BE%E0%A8%88%E0%A8%A5%E0%A8%A8_(%E0%A8%AA%E0%A9%8D%E0%A8%B0%E0%A9%8B%E0%A8%97%E0%A8%B0%E0%A8%BE%E0%A8%AE%E0%A8%BF%E0%A9%B0%E0%A8%97_%E0%A8%AD%E0%A8%BE%E0%A8%B8%E0%A8%BC%E0%A8%BE),ਪੰਜਾਬੀ
https://pl.wikipedia.org/wiki/Python,Polski
https://pnb.wikipedia.org/wiki/%D9%BE%D8%A7%D8%A6%DB%8C%D8%AA%DA%BE%D9%86_(%DA%A9%D9%85%D9%BE%DB%8C%D9%88%D9%B9%D8%B1_%D8%A8%D9%88%D9%84%DB%8C),پنجابی
https://qu.wikipedia.org/wiki/Python,Runa Simi
https://ro.wikipedia.org/wiki/Python,Română
https://ru.wikipedia.org/wiki/Python,Русский
https://sah.wikipedia.org/wiki/Python,Саха тыла
https://sat.wikipedia.org/wiki/%E1%B1%AF%E1%B1%9F%E1%B1%AD%E1%B1%9B%E1%B1%B7%E1%B1%9A%E1%B1%B1(%E1%B1%AF%E1%B1%A8%E1%B1%B3%E1%B1%9C%E1%B1%BD%E1%B1%A8%E1%B1%9F%E1%B1%A2%E1%B1%A4%E1%B1%9D_%E1%B1%AF%E1%B1%9F%E1%B1%B9%E1%B1%A8%E1%B1%A5%E1%B1%A4),ᱥᱟᱱᱛᱟᱲᱤ
https://sco.wikipedia.org/wiki/Python_(programmin_leid),Scots
https://sh.wikipedia.org/wiki/Python_programski_jezik,Srpskohrvatski / српскохрватски
https://shn.wikipedia.org/wiki/Python_(programming_language),ၽႃႇသႃႇတႆး 
https://si.wikipedia.org/wiki/%E0%B6%B4%E0%B6%BA%E0%B7%92%E0%B6%AD%E0%B6%B1%E0%B7%8A,සිංහල
https://simple.wikipedia.org/wiki/Python_(programming_language),Simple English
https://sk.wikipedia.org/wiki/Python_(programovac%C3%AD_jazyk),Slovenčina
https://sl.wikipedia.org/wiki/Python_(programski_jezik),Slovenščina
https://sq.wikipedia.org/wiki/Python,Shqip
https://sr.wikipedia.org/wiki/Python_(%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D1%81%D0%BA%D0%B8_%D1%98%D0%B5%D0%B7%D0%B8%D0%BA),Српски / srpski
https://sv.wikipedia.org/wiki/Python_(programspr%C3%A5k),Svenska
https://sw.wikipedia.org/wiki/Python_(Lugha_ya_programu),Kiswahili
https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AF%88%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%A9%E0%AF%8D,தமிழ்
https://te.wikipedia.org/wiki/%E0%B0%AA%E0%B1%88%E0%B0%A5%E0%B0%BE%E0%B0%A8%E0%B1%8D_(%E0%B0%95%E0%B0%82%E0%B0%AA%E0%B1%8D%E0%B0%AF%E0%B1%82%E0%B0%9F%E0%B0%B0%E0%B1%8D_%E0%B0%AD%E0%B0%BE%E0%B0%B7),తెలుగు
https://tg.wikipedia.org/wiki/Python,Тоҷикӣ
https://th.wikipedia.org/wiki/%E0%B9%84%E0%B8%9E%E0%B8%97%E0%B8%AD%E0%B8%99_(%E0%B8%A0%E0%B8%B2%E0%B8%A9%E0%B8%B2%E0%B9%82%E0%B8%9B%E0%B8%A3%E0%B9%81%E0%B8%81%E0%B8%A3%E0%B8%A1),ไทย
https://tl.wikipedia.org/wiki/Python_(wikang_pamprograma),Tagalog
https://tr.wikipedia.org/wiki/Python,Türkçe
https://tt.wikipedia.org/wiki/Python,Татарча / tatarça
https://ug.wikipedia.org/wiki/%D9%BE%D8%A7%D9%8A%D8%B3%D9%88%D9%86,ئۇيغۇرچە / Uyghurche
https://uk.wikipedia.org/wiki/Python,Українська
https://ur.wikipedia.org/wiki/%D9%BE%D8%A7%D8%A6%DB%8C%D8%AA%DA%BE%D9%86_(%D9%BE%D8%B1%D9%88%DA%AF%D8%B1%D8%A7%D9%85%D9%86%DA%AF_%D8%B2%D8%A8%D8%A7%D9%86),اردو
https://uz.wikipedia.org/wiki/Python,Oʻzbekcha / ўзбекча
https://vi.wikipedia.org/wiki/Python_(ng%C3%B4n_ng%E1%BB%AF_l%E1%BA%ADp_tr%C3%ACnh),Tiếng Việt
https://wa.wikipedia.org/wiki/Python_(lingaedje_%C3%A9ndjolike),Walon
https://war.wikipedia.org/wiki/Python_(programming_language),Winaray
https://wuu.wikipedia.org/wiki/Python,吴语
https://zh.wikipedia.org/wiki/Python,中文
https://zh-classical.wikipedia.org/wiki/%E7%9A%AE%E5%90%8C,文言
https://zh-min-nan.wikipedia.org/wiki/Python,Bân-lâm-gú
https://zh-yue.wikipedia.org/wiki/Python,粵語
https://www.wikidata.org/wiki/Special:EntityPage/Q28865#sitelinks-wikipedia,Editar hiperligações
/wiki/Python,Artigo
/wiki/Discuss%C3%A3o:Python,Discussão
/wiki/Python,Ler
/w/index.php?title=Python&veaction=edit,Editar
/w/index.php?title=Python&action=edit,Editar código-fonte
/w/index.php?title=Python&action=history,Ver histórico
/wiki/Python,Ler
/w/index.php?title=Python&veaction=edit,Editar
/w/index.php?title=Python&action=edit,Editar código-fonte
/w/index.php?title=Python&action=history,Ver histórico
/wiki/Especial:P%C3%A1ginas_afluentes/Python,Páginas afluentes
/wiki/Especial:Altera%C3%A7%C3%B5es_relacionadas/Python,Alterações relacionadas
/wiki/Wikipedia:Carregar_ficheiro,Carregar ficheiro
/wiki/Especial:P%C3%A1ginas_especiais,Páginas especiais
/w/index.php?title=Python&oldid=66325205,Hiperligação permanente
/w/index.php?title=Python&action=info,Informações da página
/w/index.php?title=Especial:Citar&page=Python&id=66325205&wpFormIdentifier=titleform,Citar esta página
https://www.wikidata.org/wiki/Special:EntityPage/Q28865,Elemento Wikidata
/w/index.php?title=Especial:Livro&bookcmd=book_creator&referer=Python,Criar um livro
/w/index.php?title=Especial:DownloadAsPdf&page=Python&action=show-download-screen,Descarregar como PDF
/w/index.php?title=Python&printable=yes,Versão para impressão
https://commons.wikimedia.org/wiki/Python_(programming_language),Wikimedia Commons
https://www.mediawiki.org/wiki/Python,MediaWiki
https://pt.wikibooks.org/wiki/Python,Wikilivros
https://pt.wikiquote.org/wiki/Python,Wikiquote
https://pt.wikiversity.org/wiki/Introdu%C3%A7%C3%A3o_%C3%A0s_Linguagens_de_Programa%C3%A7%C3%A3o/Python,Wikiversidade
/wiki/Python_(desambigua%C3%A7%C3%A3o),Python (desambiguação)
/wiki/Ficheiro:Python_logo_and_wordmark.svg,
/wiki/Paradigma_de_programa%C3%A7%C3%A3o,Paradigma
/wiki/Multiparadigma,Multiparadigma
/wiki/Orienta%C3%A7%C3%A3o_a_objetos,orientada a objetos
/wiki/Programa%C3%A7%C3%A3o_imperativa,imperativa
/wiki/Programa%C3%A7%C3%A3o_funcional,funcional
/wiki/20_de_fevereiro,20 de fevereiro
/wiki/1991,1991
#cite_note-svn-história-1,[1]
/wiki/Vers%C3%A3o,versão
#cite_note-2,[2]
/wiki/Guido_van_Rossum,Guido van Rossum
#cite_note-svn-história-1,[1]
/wiki/Tipo_de_dado,Estilo de tipagem
/wiki/Duck_typing,duck
/wiki/CPython,CPython
/wiki/IronPython,IronPython
/wiki/Jython,Jython
/wiki/PyPy,PyPy
/wiki/ABC_(linguagem_de_programa%C3%A7%C3%A3o),ABC
#cite_note-influências-3,[3]
/wiki/ALGOL_68,ALGOL 68
/wiki/C_(linguagem_de_programa%C3%A7%C3%A3o),C
#cite_note-influências-3,[3]
/wiki/Haskell_(linguagem_de_programa%C3%A7%C3%A3o),Haskell
/wiki/Icon_(linguagem_de_programa%C3%A7%C3%A3o),Icon
/wiki/Java_(linguagem_de_programa%C3%A7%C3%A3o),Java
/wiki/Lisp,Lisp
/wiki/Modula-3,Modula-3
#cite_note-influências-3,[3]
/wiki/Perl,Perl
/wiki/Smalltalk,Smalltalk
/wiki/Boo,Boo
/wiki/CoffeeScript,CoffeeScript
/wiki/D_(linguagem_de_programa%C3%A7%C3%A3o),D
/wiki/Fantom,Fantom
/wiki/Go_(linguagem_de_programa%C3%A7%C3%A3o),Go
/wiki/Groovy,Groovy
/wiki/JavaScript,JavaScript
/wiki/Julia_(linguagem_de_programa%C3%A7%C3%A3o),Julia
/wiki/Nim_(linguagem_de_programa%C3%A7%C3%A3o),Nim
/wiki/Py_(linguagem_de_programa%C3%A7%C3%A3o),Py
/wiki/Ruby_(linguagem_de_programa%C3%A7%C3%A3o),Ruby
/wiki/Squirrel,Squirrel
/wiki/Swift_(linguagem_de_programa%C3%A7%C3%A3o),Swift
/wiki/Licen%C3%A7a_de_software,Licença
#cite_note-license-4,[4]
/wiki/Extens%C3%A3o_de_nome_de_ficheiro,Extensão do arquivo
/wiki/Site,Página oficial
https://www.python.org/,www.python.org
/wiki/Linguagem_de_programa%C3%A7%C3%A3o_de_alto_n%C3%ADvel,linguagem de programação de alto nível
#cite_note-entrevista-venners-pt-1-5,[5]
/wiki/Linguagem_interpretada,interpretada
/wiki/Linguagem_de_script,script
/wiki/Programa%C3%A7%C3%A3o_imperativa,imperativa
/wiki/Orienta%C3%A7%C3%A3o_a_objetos,orientada a objetos
/wiki/Programa%C3%A7%C3%A3o_funcional,funcional
/wiki/Tipo_de_dado,tipagem
/wiki/Guido_van_Rossum,Guido van Rossum
/wiki/1991,1991
#cite_note-svn-história-1,[1]
/wiki/Organiza%C3%A7%C3%A3o_sem_fins_lucrativos,organização sem fins lucrativos
/wiki/Python_Software_Foundation,Python Software Foundation
/wiki/CPython,CPython
/wiki/Sintaxe,sintaxe
/wiki/Biblioteca_de_rotinas,biblioteca
/wiki/M%C3%B3dulo_de_um_programa,módulos
/wiki/Framework,frameworks
/wiki/Linguagem_de_programa%C3%A7%C3%A3o_de_alto_n%C3%ADvel,alto nível
/wiki/Linguagem_de_programa%C3%A7%C3%A3o_multiparadigma,multiparadigma
/wiki/CGI,CGIs
/wiki/Stack_Overflow,Stack Overflow
#cite_note-6,[6]
/wiki/RedMonk,RedMonk
#cite_note-7,[7]
/wiki/Reino_Unido,britânico
/wiki/Monty_Python,Monty Python
#cite_note-Computerworld-8,[8]
/wiki/Monty_Python,Monty Python's Flying Circus
/wiki/R%C3%A9ptil,réptil
/wiki/L%C3%ADngua_portuguesa,português
/wiki/P%C3%ADton,píton
/w/index.php?title=Python&veaction=edit&section=1,editar
/w/index.php?title=Python&action=edit&section=1,editar código-fonte
/wiki/Ficheiro:He_invented_Python.jpg,
/wiki/Guido_van_Rossum,Guido van Rossum
#cite_note-entrevista-venners-pt-1-5,[5]
#cite_note-Computerworld-8,[8]
/wiki/Guido_van_Rossum,Guido van Rossum
/wiki/Pa%C3%ADses_Baixos,Países Baixos
/wiki/ABC_(linguagem_de_programa%C3%A7%C3%A3o),ABC
/wiki/Tratamento_de_exce%C3%A7%C3%B5es,tratar exceções
/wiki/Sistema_operacional,sistema operacional
/wiki/Amoeba_(sistema_operacional),Amoeba
#cite_note-faq-criado-9,[9]
/wiki/Linguagem_de_script,scripts
/wiki/C_(linguagem_de_programa%C3%A7%C3%A3o),C
/wiki/Tempo_de_execu%C3%A7%C3%A3o,tempo de execução
#cite_note-Computerworld-8,[8]
#cite_note-svn-história-1,[1]
/wiki/Classe_(programa%C3%A7%C3%A3o),classes
/wiki/Heran%C3%A7a_(programa%C3%A7%C3%A3o),herança
/wiki/Sub-rotina,funções
/wiki/Tipo_de_dado,tipos de dado
/wiki/Lista,list
/wiki/Dicion%C3%A1rio,dict
/wiki/Cadeia_de_caracteres,str
/wiki/Modula-3,Modula-3
#cite_note-faq-criado-9,[9]
/wiki/Programa%C3%A7%C3%A3o_funcional,programação funcional
/wiki/C%C3%A1lculo_lambda,lambda
/wiki/Reston,Reston
/wiki/Estados_Unidos,Estados Unidos
/wiki/N%C3%BAmero_complexo,números complexos
/wiki/Encapsulamento,encapsulamento
#cite_note-10,[10]
/wiki/Programa%C3%A7%C3%A3o_de_computadores,programação
/wiki/DARPA,DARPA
#cite_note-11,[11]
/w/index.php?title=PythonLabs&action=edit&redlink=1,PythonLabs
/w/index.php?title=Digital_Creations&action=edit&redlink=1,Digital Creations
/wiki/List_comprehension,list comprehension
/wiki/SETL,SETL
